Epoch,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1-score
0.0,2.5300769805908203,0.09333333333333334,0.0978379395145304,0.09333333333333334,0.059703058943789356
1.0,2.2337961196899414,0.4583333333333333,0.5116199274018847,0.4583333333333333,0.46485872865936995
2.0,2.0693204402923584,0.685,0.7039204414547829,0.6849999999999999,0.674716889041362
3.0,1.9311606884002686,0.77,0.7925675778203268,0.7700000000000001,0.7620117786562619
4.0,1.7479948997497559,0.8216666666666667,0.8440144570981749,0.8216666666666667,0.8143257678368859
5.0,1.5979868173599243,0.8716666666666667,0.8807177611152173,0.8716666666666666,0.8686662429346668
6.0,1.4653213024139404,0.86,0.8837299656818297,0.86,0.8574464678498801
7.0,1.2899863719940186,0.895,0.9046168299117219,0.895,0.8936092239306491
8.0,1.1206516027450562,0.9033333333333333,0.9120929819802187,0.9033333333333333,0.9013088258402698
9.0,1.0350399017333984,0.915,0.9229548989045169,0.915,0.9126822495846075
10.0,0.9592028260231018,0.9133333333333333,0.9181065590587026,0.9133333333333334,0.9122466568585006
11.0,0.8571903705596924,0.935,0.9404733467233467,0.935,0.9343420840166156
12.0,0.8025338649749756,0.9366666666666666,0.9393230970611923,0.9366666666666666,0.9355080331713724
13.0,0.7936640977859497,0.945,0.9452063979579703,0.945,0.9436926238900099
14.0,0.7162114977836609,0.9483333333333334,0.9503974598764139,0.9483333333333334,0.9473218204245559
15.0,0.6997034549713135,0.9383333333333334,0.9414884347820823,0.9383333333333334,0.9379120216895362
16.0,0.671245276927948,0.95,0.9520988182363341,0.9500000000000002,0.949048703401043
17.0,0.6543561220169067,0.9516666666666667,0.9539286706456088,0.9516666666666667,0.9513585809374739
18.0,0.6715088486671448,0.96,0.9608160732490538,0.9600000000000001,0.9594925734468718
19.0,0.6349621415138245,0.9566666666666667,0.9595936944082725,0.9566666666666667,0.9559436289267853
20.0,0.6644681692123413,0.9733333333333334,0.9751833425677963,0.9733333333333335,0.9726293401723748
21.0,0.6415268778800964,0.9766666666666667,0.9778810580836108,0.9766666666666667,0.9760303153720146
22.0,0.6407978534698486,0.97,0.9706340448637367,0.9699999999999999,0.9694621785398798
23.0,0.6725438237190247,0.9716666666666667,0.9738590452978504,0.9716666666666667,0.9711855013210999
24.0,0.695338785648346,0.9833333333333333,0.9848314413484692,0.9833333333333334,0.9831433272678479
25.0,0.5996242761611938,0.9816666666666667,0.9824653246130675,0.9816666666666668,0.9814124413706392
26.0,0.6267025470733643,0.9816666666666667,0.9824653246130675,0.9816666666666668,0.9814124413706392
27.0,0.6419587135314941,0.9833333333333333,0.9840805109922757,0.9833333333333334,0.9831936633379649
28.0,0.5731576681137085,0.9833333333333333,0.9840805109922757,0.9833333333333334,0.9831936633379649
29.0,0.5501256585121155,0.985,0.9861367880485528,0.985,0.9848520349093134
30.0,0.5504630208015442,0.9883333333333333,0.9888383694862809,0.9883333333333334,0.9883171410089725
31.0,0.6127139329910278,0.9883333333333333,0.9891562685680332,0.9883333333333334,0.9883121144194619
32.0,0.520911455154419,0.9883333333333333,0.9891562685680332,0.9883333333333334,0.9883121144194619
