Epoch,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1-score
0.0,2.8971168994903564,0.06666666666666667,0.027816574085945338,0.06666666666666667,0.02368307642734707
1.0,2.375624179840088,0.6333333333333333,0.6468906699868889,0.6333333333333333,0.5857580128588543
2.0,1.9956668615341187,0.7546666666666667,0.7715823060881718,0.7546666666666667,0.736228091059915
3.0,1.8588495254516602,0.8133333333333334,0.8632171927467861,0.8133333333333332,0.8079461427167247
4.0,1.7165189981460571,0.8626666666666667,0.8849781431443245,0.8626666666666665,0.8609569483859231
5.0,1.5631006956100464,0.8906666666666667,0.9002766969826161,0.8906666666666666,0.8886981673081125
6.0,1.5945900678634644,0.9173333333333333,0.9240695405656952,0.9173333333333333,0.9166884587394654
7.0,1.4543567895889282,0.9333333333333333,0.9374347003424442,0.9333333333333333,0.9327815681624345
8.0,1.5081672668457031,0.9426666666666667,0.9468660093087782,0.9426666666666665,0.9426059645798676
9.0,1.4619991779327393,0.9546666666666667,0.9566383176844417,0.9546666666666666,0.9548412265404587
10.0,1.3733938932418823,0.9573333333333334,0.959273005112335,0.9573333333333333,0.9573758678563296
11.0,1.2852249145507812,0.964,0.9650542439197901,0.964,0.9641460365831354
12.0,1.4789427518844604,0.9613333333333334,0.9632164499746885,0.9613333333333335,0.9615857352740328
13.0,1.3374847173690796,0.964,0.9655723770989878,0.9640000000000001,0.9642080650531888
14.0,1.036290168762207,0.9626666666666667,0.9636012799009402,0.9626666666666668,0.9628435228287044
15.0,1.1960182189941406,0.9626666666666667,0.9639194925520521,0.9626666666666669,0.962865288624654
16.0,1.0160561800003052,0.9706666666666667,0.9720578040435858,0.9706666666666667,0.9706910518027497
17.0,0.7913715243339539,0.972,0.9733169500739133,0.972,0.9719563711497449
18.0,0.9452912211418152,0.9733333333333334,0.9749891067538127,0.9733333333333334,0.9733395795719922
19.0,0.7428439259529114,0.976,0.9776213818860878,0.9760000000000001,0.9758663935012252
20.0,0.710046112537384,0.9733333333333334,0.9751549865229111,0.9733333333333333,0.973196256938308
21.0,0.5551533102989197,0.976,0.9774237378567247,0.9760000000000001,0.9758778164746402
22.0,0.7032265067100525,0.9733333333333334,0.9744199090294424,0.9733333333333333,0.9733029442279393
23.0,0.8296923041343689,0.9733333333333334,0.9747631180532478,0.9733333333333333,0.9733811102822821
24.0,0.48828738927841187,0.9786666666666667,0.9807000075786679,0.9786666666666667,0.9785091703054928
25.0,0.6888834238052368,0.9746666666666667,0.976042579332709,0.9746666666666666,0.9746644082764816
26.0,0.5233874917030334,0.9746666666666667,0.9760904045233914,0.9746666666666667,0.9745444831413069
27.0,0.5651014447212219,0.976,0.9774237378567247,0.9760000000000001,0.9758778164746402
28.0,0.6692848205566406,0.9773333333333334,0.9792288500099494,0.9773333333333334,0.977202666943537
29.0,0.42748498916625977,0.9786666666666667,0.9793272864701436,0.9786666666666667,0.9786484507437834
30.0,0.4550226628780365,0.9773333333333334,0.9790102707749767,0.9773333333333334,0.9772269377189122
