Epoch,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1-score
0.0,2.184648036956787,0.06,0.02186011447618846,0.060000000000000005,0.01750658860087485
1.0,2.1653194427490234,0.6413333333333333,0.6855977636796345,0.6413333333333332,0.6264572904528762
2.0,1.7664377689361572,0.792,0.8259322690630039,0.792,0.7808581358753145
3.0,1.578777551651001,0.8173333333333334,0.8455204871348528,0.8173333333333335,0.8055490738090201
4.0,1.3764293193817139,0.876,0.8913717900483886,0.876,0.8719406779393236
5.0,1.3164215087890625,0.908,0.9169851334789164,0.9079999999999998,0.9059284411163717
6.0,1.245871663093567,0.924,0.9297309699236638,0.924,0.9227568274780071
7.0,1.308247447013855,0.904,0.9164581971072681,0.9040000000000001,0.9017298207213145
8.0,1.1510168313980103,0.932,0.9363415243404309,0.932,0.9312320374423243
9.0,1.1889876127243042,0.9386666666666666,0.9435176487703557,0.9386666666666666,0.9380168809660865
10.0,1.2104260921478271,0.9533333333333334,0.9553490923972665,0.9533333333333334,0.9528585801902704
11.0,1.2392833232879639,0.9453333333333334,0.9485059351858954,0.9453333333333335,0.9445696136215253
12.0,1.2117525339126587,0.9466666666666667,0.9493996580919002,0.9466666666666668,0.946001654129427
13.0,1.168911099433899,0.9533333333333334,0.9548546730038183,0.9533333333333335,0.9526522739421811
14.0,1.1197630167007446,0.96,0.961942282115965,0.9600000000000001,0.9595266062579256
15.0,1.1130895614624023,0.9573333333333334,0.957247576939031,0.9573333333333333,0.9567458926631397
16.0,1.154200792312622,0.956,0.9572632754039104,0.9560000000000001,0.955190588872361
17.0,1.0571128129959106,0.9586666666666667,0.9605562122337985,0.9586666666666667,0.9579971522129651
18.0,1.0468991994857788,0.9573333333333334,0.9583328152722977,0.9573333333333334,0.9567589609575277
19.0,1.0645216703414917,0.9626666666666667,0.962847731374342,0.9626666666666667,0.9621455444122764
20.0,1.077192783355713,0.9586666666666667,0.9588768301933569,0.9586666666666666,0.9581591222406476
21.0,1.093117356300354,0.9573333333333334,0.9583011098092754,0.9573333333333334,0.95672050281236
22.0,1.0439517498016357,0.9666666666666667,0.9677729951294337,0.9666666666666667,0.9665244052705803
23.0,0.9917445182800293,0.96,0.9614860356959034,0.9600000000000002,0.9596702906719515
24.0,1.0628944635391235,0.9613333333333334,0.9623186244194648,0.9613333333333334,0.9606377887016356
25.0,1.0716513395309448,0.9613333333333334,0.9626479030694173,0.9613333333333334,0.9610858379828536
26.0,1.0591094493865967,0.964,0.9649140340903964,0.964,0.963359528101217
27.0,1.0879266262054443,0.9546666666666667,0.9565217747530192,0.9546666666666667,0.9540651455437882
28.0,1.067366361618042,0.964,0.9655545703281714,0.9640000000000001,0.9634657241372113
29.0,1.0436850786209106,0.964,0.9646668438757607,0.9640000000000001,0.9636594709119325
30.0,1.0048025846481323,0.968,0.9689579479590579,0.9680000000000001,0.9676801787173631
