Epoch,Test_Loss,Test_Accuracy,Test_Precision,Test_Recall,Test_F1-score
0.0,5.19705867767334,0.0,0.0,0.0,0.0
1.0,2.5768113136291504,0.6706666666666666,0.7111066764007051,0.6706666666666669,0.6410417788982996
2.0,1.7852795124053955,0.6933333333333334,0.7746849491452411,0.6933333333333332,0.6678477211386201
3.0,1.9123042821884155,0.872,0.8888616989231429,0.872,0.8606708411531022
4.0,1.94672429561615,0.912,0.9258016982325309,0.9120000000000001,0.9080561812349642
5.0,0.6622384190559387,0.8346666666666667,0.9057803344077855,0.8346666666666667,0.8178706932629777
6.0,1.3089677095413208,0.9333333333333333,0.939704781537284,0.9333333333333335,0.9301787687952284
7.0,1.2013006210327148,0.8826666666666667,0.9219573357362236,0.8826666666666667,0.8760072740485411
8.0,0.6796515583992004,0.9453333333333334,0.9545635988317965,0.9453333333333335,0.9457979760809493
9.0,1.0514267683029175,0.956,0.959829347452177,0.9560000000000001,0.9558845874656451
10.0,1.569746971130371,0.9493333333333334,0.952078636517761,0.9493333333333334,0.9483150161904622
11.0,1.5663236379623413,0.968,0.971074648503506,0.9680000000000002,0.9675687517516954
12.0,1.5367995500564575,0.9506666666666667,0.9627043269900413,0.9506666666666667,0.9520689902644491
13.0,0.5502502918243408,0.9653333333333334,0.9686962180987243,0.9653333333333334,0.9652711972089164
14.0,0.531734049320221,0.948,0.955883492607926,0.948,0.9478413396100042
15.0,0.5135944485664368,0.9173333333333333,0.9339293593724248,0.9173333333333332,0.9092701675073217
16.0,1.1113673448562622,0.9853333333333333,0.9862945169271474,0.9853333333333333,0.9852692997782075
17.0,0.6850031614303589,0.9773333333333334,0.9777867469193773,0.9773333333333335,0.9772400234212
18.0,1.0509542226791382,0.9293333333333333,0.9392081674457861,0.9293333333333333,0.9296781723793727
19.0,0.5019912123680115,0.9786666666666667,0.9803450703004456,0.9786666666666669,0.9786230291325436
20.0,0.8841632008552551,0.9453333333333334,0.9540432697295442,0.9453333333333335,0.9411049347420357
21.0,0.4586808979511261,0.984,0.9849730335024452,0.984,0.9839322166946824
22.0,0.4712514281272888,0.984,0.9844870683282985,0.9840000000000001,0.9839733213239971
23.0,0.8547841310501099,0.9706666666666667,0.9772721667283265,0.9706666666666667,0.9706668769992002
24.0,0.6651596426963806,0.9666666666666667,0.9696172248803827,0.9666666666666667,0.9665971080317869
25.0,0.6441546678543091,0.9786666666666667,0.9806803371932572,0.9786666666666667,0.9786883944959487
26.0,0.9989017248153687,0.9826666666666667,0.9838226406853857,0.9826666666666667,0.9825824839548724
27.0,0.5362086892127991,0.9866666666666667,0.9870857379989033,0.9866666666666666,0.9866874729335832
28.0,0.668299674987793,0.992,0.9923551229877534,0.9920000000000001,0.9919951963169091
29.0,0.8338153958320618,0.9866666666666667,0.98743961352657,0.9866666666666667,0.9866452991452992
30.0,0.673383891582489,0.9933333333333333,0.9935646053293112,0.9933333333333335,0.993331065799657
