Epoch,Batch,Train_Loss,Train_Accuracy,train_precision,train_recall,train_f1-score
1.0,64.0,2.652115,0.1875,0.11904761904761904,0.21428571428571427,0.14285714285714285
1.0,65.0,2.4531124,0.25,0.15384615384615385,0.11538461538461539,0.1282051282051282
1.0,66.0,2.5595098,0.125,0.09999999999999999,0.16666666666666666,0.11111111111111112
1.0,67.0,2.5504484,0.25,0.14583333333333334,0.125,0.12698412698412698
1.0,68.0,2.506036,0.375,0.17820512820512818,0.3076923076923077,0.21318681318681318
1.0,69.0,2.5879712,0.0,0.0,0.0,0.0
1.0,70.0,2.4662366,0.3125,0.27380952380952384,0.25,0.23809523809523808
1.0,71.0,2.5187445,0.25,0.23611111111111113,0.27777777777777773,0.2222222222222222
1.0,72.0,2.4457452,0.4375,0.25,0.42857142857142855,0.3071428571428571
1.0,73.0,2.494018,0.25,0.19230769230769232,0.20512820512820512,0.1897435897435897
1.0,74.0,2.459315,0.4375,0.36363636363636365,0.25757575757575757,0.2727272727272727
1.0,75.0,2.4185953,0.375,0.34615384615384615,0.3076923076923077,0.3205128205128205
1.0,76.0,2.4622273,0.375,0.3194444444444445,0.40277777777777773,0.32499999999999996
1.0,77.0,2.4691901,0.3125,0.25,0.23076923076923078,0.21025641025641023
1.0,78.0,2.5204008,0.3125,0.25555555555555554,0.25555555555555554,0.2533333333333333
1.0,79.0,2.450647,0.375,0.17857142857142858,0.25,0.20238095238095236
1.0,80.0,2.497365,0.3125,0.18888888888888886,0.26666666666666666,0.2111111111111111
1.0,81.0,2.4534936,0.1875,0.09722222222222221,0.125,0.10833333333333334
1.0,82.0,2.4429107,0.3125,0.21794871794871792,0.2948717948717949,0.22307692307692306
1.0,83.0,2.455059,0.4375,0.34722222222222215,0.3333333333333333,0.31111111111111106
1.0,84.0,2.4151852,0.1875,0.10714285714285714,0.08333333333333333,0.08843537414965986
1.0,85.0,2.4707308,0.25,0.21111111111111114,0.2916666666666667,0.20833333333333334
1.0,86.0,2.3626506,0.4375,0.375,0.375,0.34722222222222215
1.0,87.0,2.4292073,0.4375,0.46153846153846156,0.4487179487179487,0.4358974358974359
1.0,88.0,2.4335456,0.3125,0.17307692307692307,0.2692307692307692,0.19743589743589743
1.0,89.0,2.3729188,0.5625,0.41025641025641024,0.4743589743589744,0.4205128205128205
1.0,90.0,2.4392776,0.3125,0.23194444444444448,0.36111111111111116,0.22777777777777777
1.0,91.0,2.4706256,0.3125,0.16071428571428573,0.2857142857142857,0.1952380952380952
1.0,92.0,2.397187,0.375,0.39,0.3833333333333333,0.3404761904761905
1.0,93.0,2.4001446,0.5625,0.575925925925926,0.5925925925925926,0.5240740740740741
1.0,94.0,2.5016732,0.25,0.09183673469387754,0.11904761904761904,0.08888888888888889
1.0,95.0,2.3437524,0.5,0.2916666666666667,0.36111111111111116,0.31666666666666665
1.0,96.0,2.4047124,0.4375,0.2651515151515152,0.36363636363636365,0.2857142857142857
1.0,97.0,2.4121766,0.1875,0.08974358974358973,0.11538461538461539,0.1
1.0,98.0,2.4497416,0.25,0.19444444444444445,0.16666666666666666,0.15277777777777776
1.0,99.0,2.4222882,0.25,0.17948717948717946,0.1794871794871795,0.15384615384615385
1.0,100.0,2.2716074,0.5,0.45454545454545453,0.37878787878787884,0.3848484848484848
1.0,101.0,2.4447515,0.375,0.40277777777777773,0.3958333333333333,0.3666666666666667
1.0,102.0,2.3763638,0.5,0.29761904761904756,0.35714285714285715,0.3071428571428571
1.0,103.0,2.3712075,0.25,0.10714285714285712,0.21428571428571427,0.14047619047619048
1.0,104.0,2.3330092,0.3125,0.19444444444444442,0.20833333333333334,0.18888888888888888
1.0,105.0,2.424496,0.375,0.35,0.31666666666666665,0.31333333333333335
1.0,106.0,2.4096324,0.25,0.11904761904761904,0.14285714285714285,0.10317460317460317
1.0,107.0,2.4783602,0.25,0.16025641025641024,0.2692307692307692,0.1717948717948718
1.0,108.0,2.4738467,0.125,0.05128205128205128,0.11538461538461539,0.06923076923076923
1.0,109.0,2.3963714,0.1875,0.1346153846153846,0.23076923076923078,0.15897435897435896
1.0,110.0,2.4483778,0.375,0.4444444444444445,0.3333333333333333,0.34722222222222215
1.0,111.0,2.4841597,0.1875,0.14285714285714285,0.17857142857142858,0.15476190476190474
1.0,112.0,2.4171984,0.25,0.25,0.23333333333333334,0.21666666666666665
1.0,113.0,2.3172667,0.4375,0.3333333333333333,0.3888888888888889,0.3377777777777778
1.0,114.0,2.3982193,0.375,0.5185185185185185,0.34259259259259256,0.37407407407407406
1.0,115.0,2.2680576,0.25,0.23214285714285715,0.21428571428571427,0.21428571428571427
1.0,116.0,2.4312003,0.3125,0.23076923076923078,0.23076923076923078,0.20256410256410257
1.0,117.0,2.3926704,0.4375,0.2857142857142857,0.39285714285714285,0.3071428571428571
1.0,118.0,2.308573,0.5625,0.40384615384615385,0.391025641025641,0.37820512820512814
1.0,119.0,2.3393507,0.375,0.23095238095238094,0.2857142857142857,0.23605442176870747
1.0,120.0,2.3465545,0.375,0.3076923076923077,0.3076923076923077,0.29743589743589743
1.0,121.0,2.3187218,0.375,0.33571428571428574,0.35714285714285715,0.3095238095238095
1.0,122.0,2.4021885,0.375,0.18181818181818182,0.2121212121212121,0.19393939393939394
1.0,123.0,2.2109866,0.6875,0.6527777777777778,0.6805555555555555,0.65
1.0,124.0,2.3870373,0.3125,0.3055555555555555,0.23611111111111108,0.24722222222222223
1.0,125.0,2.3981717,0.25,0.14166666666666666,0.10416666666666667,0.11527777777777777
1.0,126.0,2.3187423,0.4375,0.4696969696969697,0.5,0.4502164502164501
1.0,127.0,2.4074054,0.25,0.19230769230769232,0.19230769230769232,0.17948717948717946
1.0,128.0,2.2041562,0.5625,0.5303030303030303,0.4848484848484848,0.48181818181818187
1.0,129.0,2.3086312,0.4375,0.2564102564102564,0.358974358974359,0.27948717948717944
1.0,130.0,2.3174262,0.4375,0.2777777777777778,0.2916666666666667,0.2833333333333333
1.0,131.0,2.1606882,0.6875,0.625,0.6,0.5999999999999999
1.0,132.0,2.4225862,0.4375,0.5125,0.4333333333333333,0.40555555555555556
1.0,133.0,2.3567014,0.3125,0.25,0.3076923076923077,0.2487179487179487
1.0,134.0,2.251032,0.4375,0.42857142857142855,0.35714285714285715,0.36904761904761907
1.0,135.0,2.3294597,0.5,0.4318181818181818,0.4318181818181818,0.38701298701298703
1.0,136.0,2.2960625,0.5,0.4848484848484849,0.5,0.47575757575757577
1.0,137.0,2.2590754,0.375,0.2692307692307692,0.34615384615384615,0.2794871794871795
1.0,138.0,2.262546,0.5625,0.4,0.5666666666666667,0.44333333333333336
1.0,139.0,2.2009368,0.625,0.4772727272727273,0.5227272727272727,0.477922077922078
1.0,140.0,2.259068,0.4375,0.3589743589743589,0.46153846153846156,0.3948717948717949
1.0,141.0,2.2788327,0.5,0.5,0.4523809523809524,0.4404761904761905
1.0,142.0,2.1066868,0.5625,0.5,0.5384615384615384,0.5128205128205128
1.0,143.0,2.3675447,0.1875,0.11538461538461539,0.11538461538461539,0.10256410256410256
1.0,144.0,2.2104955,0.625,0.4230769230769231,0.4230769230769231,0.41025641025641024
1.0,145.0,2.2465608,0.375,0.21818181818181817,0.2727272727272727,0.2186147186147186
1.0,146.0,2.177774,0.4375,0.3958333333333333,0.4583333333333333,0.4166666666666666
1.0,147.0,2.285398,0.3125,0.4166666666666667,0.3194444444444445,0.34722222222222215
1.0,148.0,2.2803667,0.3125,0.19444444444444445,0.3333333333333333,0.2333333333333333
1.0,149.0,2.4296653,0.3125,0.19696969696969696,0.22727272727272727,0.20454545454545456
1.0,150.0,2.197586,0.625,0.5384615384615384,0.39743589743589747,0.4461538461538461
1.0,151.0,2.1558216,0.5625,0.46153846153846156,0.46153846153846156,0.4358974358974359
1.0,152.0,2.2554517,0.5,0.5,0.4090909090909091,0.42424242424242425
1.0,153.0,2.1540983,0.5625,0.41666666666666663,0.4642857142857143,0.42857142857142855
1.0,154.0,2.2243373,0.375,0.2857142857142857,0.3333333333333333,0.2952380952380952
1.0,155.0,2.25396,0.4375,0.303030303030303,0.3333333333333333,0.2909090909090909
1.0,156.0,2.212417,0.4375,0.3777777777777777,0.3,0.32
1.0,157.0,2.1433153,0.5625,0.5277777777777778,0.5,0.4777777777777778
1.0,158.0,2.127903,0.6875,0.5,0.5512820512820512,0.49743589743589745
1.0,159.0,2.1849647,0.5,0.5555555555555555,0.4861111111111111,0.49722222222222223
1.0,160.0,2.1808512,0.5625,0.5384615384615384,0.48717948717948717,0.48717948717948717
1.0,161.0,2.2576394,0.3125,0.25555555555555554,0.2222222222222222,0.19999999999999998
1.0,162.0,2.1031642,0.625,0.5694444444444444,0.5694444444444444,0.5416666666666666
1.0,163.0,2.1349652,0.5625,0.5641025641025641,0.5256410256410257,0.5128205128205128
1.0,164.0,2.1420014,0.6875,0.6388888888888888,0.6388888888888888,0.6055555555555556
1.0,165.0,2.1782525,0.5,0.41025641025641024,0.36538461538461536,0.3787545787545788
1.0,166.0,2.2622435,0.375,0.34722222222222227,0.25,0.27499999999999997
1.0,167.0,2.119043,0.625,0.46969696969696967,0.45454545454545453,0.43636363636363634
1.0,168.0,2.1418886,0.6875,0.7833333333333333,0.825,0.7566666666666666
1.0,169.0,2.2102451,0.4375,0.34615384615384615,0.3205128205128205,0.317948717948718
1.0,170.0,2.1324997,0.5,0.4642857142857143,0.4523809523809524,0.4404761904761905
1.0,171.0,2.2311838,0.625,0.49999999999999994,0.49999999999999994,0.4666666666666666
1.0,172.0,2.0738468,0.6875,0.6538461538461539,0.5512820512820512,0.5717948717948718
1.0,173.0,2.1841412,0.625,0.5641025641025641,0.4743589743589744,0.4846153846153846
1.0,174.0,2.3355875,0.5625,0.574074074074074,0.6481481481481481,0.574074074074074
1.0,175.0,2.167504,0.625,0.5138888888888888,0.5,0.49722222222222223
1.0,176.0,2.09908,0.5,0.4583333333333333,0.3333333333333333,0.37777777777777777
1.0,177.0,2.1167586,0.75,0.5909090909090909,0.606060606060606,0.5878787878787879
1.0,178.0,2.2154393,0.375,0.2857142857142857,0.32142857142857145,0.2857142857142857
1.0,179.0,2.1162784,0.625,0.4642857142857143,0.4761904761904762,0.46190476190476193
1.0,180.0,1.9846817,0.6875,0.5972222222222222,0.5694444444444444,0.5527777777777777
1.0,181.0,2.2927675,0.1875,0.14285714285714285,0.14285714285714285,0.14285714285714285
1.0,182.0,2.0825696,0.625,0.4848484848484849,0.6060606060606061,0.5216450216450216
1.0,183.0,2.159937,0.375,0.16025641025641027,0.23076923076923078,0.1813186813186813
1.0,184.0,2.1425157,0.6875,0.6428571428571429,0.5714285714285714,0.5952380952380952
1.0,185.0,2.0549617,0.6875,0.6309523809523808,0.6071428571428571,0.6
1.0,186.0,2.0763624,0.625,0.55,0.45,0.48666666666666664
1.0,187.0,2.257881,0.4375,0.24305555555555555,0.2916666666666667,0.24920634920634918
1.0,188.0,2.135874,0.75,0.7142857142857143,0.6428571428571429,0.6666666666666666
2.0,189.0,2.0575118,0.6875,0.6538461538461539,0.5641025641025641,0.5897435897435898
2.0,190.0,2.1757586,0.625,0.6111111111111112,0.5277777777777778,0.5277777777777778
2.0,191.0,2.2725983,0.375,0.3333333333333333,0.2692307692307692,0.26666666666666666
2.0,192.0,2.0354636,0.5,0.4166666666666667,0.4166666666666667,0.38888888888888884
2.0,193.0,2.071464,0.6875,0.5416666666666666,0.46527777777777773,0.47420634920634924
2.0,194.0,2.052813,0.6875,0.5384615384615384,0.5512820512820512,0.5230769230769231
2.0,195.0,2.1107974,0.4375,0.2803030303030303,0.303030303030303,0.25974025974025977
2.0,196.0,2.1758866,0.5,0.4583333333333333,0.4444444444444444,0.4333333333333333
2.0,197.0,2.114194,0.25,0.15476190476190474,0.19047619047619047,0.16666666666666666
2.0,198.0,2.0006275,0.75,0.625,0.625,0.611111111111111
2.0,199.0,2.1435723,0.375,0.25,0.27777777777777773,0.25555555555555554
2.0,200.0,2.042627,0.5,0.32142857142857145,0.26785714285714285,0.2755102040816326
2.0,201.0,2.0355573,0.625,0.641025641025641,0.5769230769230769,0.5512820512820513
2.0,202.0,2.1051269,0.5625,0.38888888888888884,0.3888888888888889,0.3833333333333333
2.0,203.0,1.9602332,0.8125,0.7272727272727273,0.7272727272727273,0.7272727272727273
2.0,204.0,1.9959025,0.75,0.6363636363636364,0.5757575757575757,0.5909090909090909
2.0,205.0,1.9933617,0.6875,0.5909090909090909,0.5227272727272727,0.5324675324675325
2.0,206.0,2.0017765,0.5,0.3333333333333333,0.38461538461538464,0.33626373626373623
2.0,207.0,2.0568004,0.625,0.5909090909090909,0.5909090909090909,0.5636363636363636
2.0,208.0,2.0260646,0.4375,0.42857142857142855,0.34523809523809523,0.36904761904761907
2.0,209.0,2.1534898,0.4375,0.3958333333333333,0.4166666666666667,0.38055555555555554
2.0,210.0,1.9620553,0.8125,0.7954545454545454,0.7272727272727273,0.7445887445887446
2.0,211.0,1.9615712,0.625,0.6296296296296297,0.48148148148148145,0.5259259259259259
2.0,212.0,2.1435754,0.4375,0.369047619047619,0.35714285714285715,0.34285714285714286
2.0,213.0,2.137138,0.4375,0.2564102564102564,0.3589743589743589,0.29230769230769227
2.0,214.0,2.085663,0.5625,0.46153846153846156,0.423076923076923,0.4076923076923077
2.0,215.0,2.0581794,0.5,0.5256410256410257,0.4743589743589744,0.46153846153846156
2.0,216.0,1.9729687,0.6875,0.4861111111111111,0.5833333333333334,0.513888888888889
2.0,217.0,1.9110446,0.625,0.42857142857142855,0.4404761904761904,0.41666666666666663
2.0,218.0,2.0725384,0.5,0.3888888888888889,0.4305555555555556,0.3888888888888889
2.0,219.0,2.0595753,0.6875,0.5303030303030303,0.5606060606060606,0.5212121212121212
2.0,220.0,2.0757706,0.4375,0.23333333333333334,0.36666666666666664,0.2644444444444444
2.0,221.0,2.0778923,0.5,0.375,0.3888888888888889,0.3611111111111111
2.0,222.0,2.0066032,0.5625,0.3611111111111111,0.4583333333333333,0.38888888888888884
2.0,223.0,1.9557285,0.75,0.6041666666666666,0.6041666666666666,0.5902777777777778
2.0,224.0,1.9835155,0.4375,0.3589743589743589,0.46153846153846156,0.39487179487179486
2.0,225.0,2.0051794,0.5,0.37179487179487175,0.37179487179487175,0.34102564102564104
2.0,226.0,2.0530984,0.5,0.38888888888888884,0.4583333333333333,0.4087301587301588
2.0,227.0,1.9853731,0.3125,0.19230769230769232,0.23076923076923078,0.20512820512820512
2.0,228.0,2.01995,0.6875,0.6818181818181818,0.606060606060606,0.6181818181818182
2.0,229.0,1.9970467,0.5,0.3589743589743589,0.3333333333333333,0.33076923076923076
2.0,230.0,1.8717134,0.6875,0.5,0.5416666666666666,0.503968253968254
2.0,231.0,2.0008526,0.5625,0.43589743589743585,0.5641025641025641,0.458974358974359
2.0,232.0,1.8444023,0.5,0.42857142857142855,0.39285714285714285,0.38095238095238093
2.0,233.0,1.7750587,0.6875,0.5909090909090909,0.6363636363636362,0.5696969696969697
2.0,234.0,1.9609191,0.625,0.4166666666666667,0.5,0.44166666666666665
2.0,235.0,1.9678768,0.6875,0.46969696969696967,0.6363636363636364,0.5272727272727272
2.0,236.0,1.9735671,0.5,0.5694444444444444,0.4375,0.45
2.0,237.0,1.8795767,0.75,0.6153846153846154,0.7307692307692307,0.6538461538461539
2.0,238.0,1.8746443,0.6875,0.65,0.5833333333333333,0.5933333333333333
2.0,239.0,2.0562744,0.375,0.2777777777777778,0.3333333333333333,0.27777777777777773
2.0,240.0,2.0066595,0.375,0.38333333333333336,0.3,0.2966666666666667
2.0,241.0,2.1328652,0.625,0.5,0.45,0.44666666666666666
2.0,242.0,2.0240664,0.4375,0.34722222222222227,0.3263888888888889,0.31111111111111106
2.0,243.0,1.9380678,0.5,0.35714285714285715,0.32142857142857145,0.3333333333333333
2.0,244.0,2.029877,0.4375,0.258974358974359,0.3205128205128205,0.25128205128205133
2.0,245.0,2.0431147,0.25,0.20238095238095238,0.21428571428571427,0.19047619047619047
2.0,246.0,2.0990744,0.4375,0.3181818181818182,0.37878787878787873,0.31212121212121213
2.0,247.0,1.7760975,0.875,0.8020833333333333,0.8125,0.7904761904761904
2.0,248.0,1.9427013,0.5,0.4772727272727273,0.5636363636363636,0.4606060606060607
2.0,249.0,1.8824446,0.625,0.5416666666666666,0.5416666666666666,0.5277777777777778
2.0,250.0,1.8886383,0.5,0.39285714285714285,0.3571428571428571,0.3547619047619048
2.0,251.0,1.9325627,0.6875,0.4242424242424242,0.4242424242424242,0.4242424242424242
2.0,252.0,1.912558,0.625,0.4230769230769231,0.41025641025641024,0.3974358974358974
2.0,253.0,1.8070513,0.625,0.4642857142857143,0.4880952380952381,0.4523809523809524
2.0,254.0,1.9118471,0.5625,0.4761904761904762,0.4523809523809524,0.4261904761904762
2.0,255.0,1.7989949,0.75,0.6666666666666666,0.6212121212121212,0.6151515151515151
2.0,256.0,1.7730904,0.75,0.625,0.625,0.611111111111111
2.0,257.0,1.7426188,0.75,0.55,0.65,0.5866666666666667
2.0,258.0,1.7987279,0.875,0.8125,0.8055555555555555,0.8047619047619047
2.0,259.0,1.8278869,0.75,0.5769230769230769,0.6153846153846154,0.5897435897435896
2.0,260.0,1.9591181,0.4375,0.3076923076923077,0.37179487179487175,0.30769230769230765
2.0,261.0,1.8264079,0.625,0.46153846153846156,0.5128205128205128,0.47179487179487184
2.0,262.0,1.8622807,0.625,0.5757575757575757,0.5303030303030303,0.5
2.0,263.0,1.8995377,0.75,0.6666666666666666,0.625,0.638888888888889
2.0,264.0,1.9980508,0.5,0.3055555555555555,0.3055555555555555,0.3
2.0,265.0,1.894233,0.5625,0.5192307692307693,0.5256410256410257,0.5091575091575091
2.0,266.0,1.9669032,0.4375,0.45454545454545453,0.3181818181818182,0.34545454545454546
2.0,267.0,1.7369325,0.75,0.5555555555555555,0.5833333333333334,0.5666666666666667
2.0,268.0,1.8382854,0.5625,0.5238095238095238,0.5714285714285714,0.5119047619047619
2.0,269.0,2.0307941,0.3125,0.34615384615384615,0.21794871794871795,0.2564102564102564
2.0,270.0,1.8860952,0.625,0.4791666666666667,0.4166666666666667,0.4261904761904762
2.0,271.0,1.8334154,0.6875,0.5476190476190477,0.5357142857142857,0.5333333333333333
2.0,272.0,1.7448118,0.875,0.7878787878787878,0.8181818181818182,0.8
2.0,273.0,1.7867626,0.5,0.46153846153846156,0.47435897435897434,0.44615384615384623
2.0,274.0,1.8712959,0.625,0.5,0.5454545454545454,0.496969696969697
2.0,275.0,1.7739801,0.375,0.38461538461538464,0.3333333333333333,0.34615384615384615
2.0,276.0,1.7701387,0.6875,0.717948717948718,0.641025641025641,0.641025641025641
2.0,277.0,1.822428,0.6875,0.5972222222222222,0.5555555555555555,0.5499999999999999
2.0,278.0,1.9794681,0.375,0.4583333333333333,0.4166666666666667,0.4166666666666667
2.0,279.0,1.7972761,0.75,0.7692307692307693,0.7564102564102563,0.7307692307692307
2.0,280.0,1.863449,0.5625,0.4305555555555555,0.3541666666666667,0.3742063492063492
2.0,281.0,1.9280965,0.6875,0.7083333333333334,0.7083333333333334,0.6944444444444445
2.0,282.0,1.8110083,0.75,0.7592592592592592,0.7129629629629629,0.6841269841269841
2.0,283.0,1.8327317,0.5,0.42857142857142855,0.42857142857142855,0.4047619047619047
2.0,284.0,1.8562971,0.5625,0.5769230769230769,0.47435897435897434,0.48717948717948717
2.0,285.0,1.8986981,0.5625,0.5416666666666666,0.5625,0.5277777777777778
2.0,286.0,1.7516391,0.625,0.625,0.5694444444444444,0.5555555555555556
2.0,287.0,1.9232862,0.5625,0.4583333333333333,0.4583333333333333,0.4444444444444444
2.0,288.0,1.6917108,0.875,0.8333333333333333,0.8636363636363636,0.8303030303030302
2.0,289.0,1.8615745,0.5,0.4444444444444444,0.4166666666666667,0.4083333333333334
2.0,290.0,1.7037647,0.625,0.5151515151515151,0.5151515151515151,0.49393939393939396
2.0,291.0,1.8015136,0.5,0.39285714285714285,0.39285714285714285,0.38095238095238093
2.0,292.0,1.8557359,0.625,0.5416666666666666,0.625,0.5527777777777778
2.0,293.0,1.711586,0.5625,0.4642857142857143,0.4642857142857143,0.4523809523809524
2.0,294.0,1.7071105,0.75,0.75,0.6666666666666666,0.6944444444444443
2.0,295.0,1.801445,0.625,0.611111111111111,0.5347222222222222,0.5305555555555556
2.0,296.0,1.8620572,0.625,0.5128205128205129,0.48717948717948717,0.4846153846153846
2.0,297.0,1.8799282,0.5,0.4444444444444444,0.4583333333333333,0.4305555555555555
2.0,298.0,1.5941204,0.8125,0.8205128205128205,0.7948717948717948,0.7923076923076924
2.0,299.0,2.0784924,0.5625,0.3958333333333333,0.3333333333333333,0.34920634920634913
2.0,300.0,1.8156412,0.625,0.5128205128205129,0.4871794871794872,0.4717948717948718
2.0,301.0,1.7925096,0.5,0.4666666666666667,0.3888888888888889,0.4044444444444445
2.0,302.0,1.8281089,0.5625,0.5119047619047619,0.5857142857142856,0.49999999999999994
2.0,303.0,1.8474029,0.5,0.42857142857142855,0.3630952380952381,0.3666666666666667
2.0,304.0,1.7363499,0.75,0.6969696969696969,0.6969696969696969,0.6757575757575758
2.0,305.0,1.7069849,0.75,0.6153846153846154,0.5512820512820513,0.5743589743589743
2.0,306.0,1.7629213,0.625,0.5227272727272727,0.5909090909090909,0.5476190476190476
2.0,307.0,1.7506481,0.5,0.5416666666666666,0.5,0.49722222222222223
2.0,308.0,1.7262869,0.6875,0.6153846153846154,0.6666666666666666,0.6256410256410256
2.0,309.0,1.6954254,0.625,0.5833333333333334,0.5476190476190477,0.5595238095238095
2.0,310.0,1.9005028,0.6875,0.5757575757575757,0.5,0.506060606060606
2.0,311.0,1.8079032,0.5625,0.5,0.41025641025641024,0.4230769230769231
2.0,312.0,1.6768423,0.875,0.9,0.9166666666666666,0.8799999999999999
2.0,313.0,1.6895616,0.625,0.4375,0.5416666666666666,0.47420634920634924
2.0,314.0,1.6498606,0.875,0.8333333333333333,0.8636363636363636,0.8303030303030302
2.0,315.0,1.6442412,0.8125,0.7727272727272727,0.7424242424242423,0.7545454545454546
2.0,316.0,1.6340992,0.875,0.7777777777777778,0.6851851851851851,0.7185185185185186
2.0,317.0,1.8421569,0.5,0.375,0.3888888888888889,0.3666666666666667
2.0,318.0,1.7774539,0.8125,0.73,0.7166666666666666,0.7022222222222222
2.0,319.0,1.7448167,0.6875,0.5454545454545454,0.6136363636363636,0.5597402597402598
